customer_id,data_known,gender,age,tariff,dropped_calls,handset,peak_mins,peak_rate,bill_peak,offpeak_mins,offpeak_rate,bill_offpeak,gadget_A,gadget_B,gadget_C,gadget_D,gadget_A_revenues,gadget_B_revenues,gadget_C_revenues,gadget_D_revenues
N145840,yes,Female,71,CAT 200,2,ASAD170,2248.800001,10,224.8800001,294.300002,5,14.7150001,T,T,F,T,10,17,0,36
N173850,yes,Female,25,CAT 200,2,S50,1056.599999,10,105.6599999,535.799999,5,26.78999995,F,T,T,T,0,18,29,43
N396200,yes,Male,41,Play 300,0,S80,372,25,93,320.7,2,6.414,T,T,T,T,7,20,25,39
N111270,yes,Male,45,CAT 200,2,ASAD170,1901.4,10,190.14,540.6,5,27.03,F,T,T,T,0,23,29,41
N375740,yes,Male,53,CAT 50,0,S50,348.6,15,52.29,0,5,0,T,T,T,T,10,19,31,38
N338530,yes,Male,48,CAT 100,0,S50,655.2,15,98.28,160.8,5,8.04,F,F,F,T,0,0,0,39
N406900,yes,Male,22,CAT 200,12,SOP20,1137,10,113.7,241.799999,5,12.08999995,T,T,T,F,10,28,27,0
N130490,yes,Male,71,CAT 200,1,S50,1407,10,140.7,638.400001,5,31.92000005,T,T,T,T,5,21,30,37
N115140,yes,Female,32,CAT 200,2,S80,1614,10,161.4,469.800001,5,23.49000005,T,F,T,T,13,0,27,43
N346050,yes,Female,20,CAT 100,0,CAS30,337.8,15,50.67,120,5,6,F,F,F,F,0,0,0,0
N137410,yes,Female,29,CAT 200,11,S50,1348.2,10,134.82,162.599999,5,8.12999995,F,F,F,F,0,0,0,0
N279400,yes,Male,18,Play 300,0,S80,259.2,25,64.8,567.900001,2,11.35800002,F,F,F,F,0,0,0,0
N365550,yes,Female,39,CAT 200,1,BS110,730.2,10,73.02,429.6,5,21.48,T,F,T,T,11,0,27,41
N277790,yes,Female,48,Play 300,0,S80,429,25,107.25,606,2,12.12,F,F,T,F,0,0,28,0
N142490,yes,Male,46,CAT 200,2,ASAD90,1036.8,10,103.68,503.4,5,25.17,T,T,T,T,12,15,30,40
N232400,yes,Male,25,Play 100,6,BS110,74.400001,25,18.60000025,275.699999,5,13.78499995,T,T,T,T,7,21,33,36
N330200,yes,Female,16,CAT 50,2,WC95,153.599999,15,23.03999985,86.1,5,4.305,F,F,F,F,0,0,0,0
N417000,yes,Male,25,Play 300,14,BS110,328.2,25,82.05,391.2,2,7.824,T,T,T,T,12,18,31,44
N270370,yes,Male,36,Play 100,9,BS210,75.6,25,18.9,384,5,19.2,F,F,F,F,0,0,0,0
N322480,yes,Female,21,CAT 200,0,WC95,1290,10,129,602.4,5,30.12,F,F,F,F,0,0,0,0
N197280,yes,Female,23,CAT 200,1,ASAD90,990.600001,10,99.0600001,314.700001,5,15.73500005,F,F,F,F,0,0,0,0
N131550,yes,Male,28,CAT 200,1,S80,1497.6,10,149.76,550.2,5,27.51,F,F,T,T,0,0,30,41
N234340,yes,Female,50,CAT 100,0,S50,624,15,93.6,235.199999,5,11.75999995,F,F,F,F,0,0,0,0
N307330,yes,Female,29,CAT 200,1,CAS30,912,10,91.2,420.300001,5,21.01500005,F,F,F,F,0,0,0,0
N374980,yes,Male,30,CAT 50,1,CAS30,228,15,34.2,42.599999,5,2.12999995,F,F,F,F,0,0,0,0
N265400,yes,Male,16,Play 100,0,BS210,134.400001,25,33.60000025,497.1,5,24.855,T,T,T,F,4,18,31,0
N181410,yes,Male,22,CAT 200,4,ASAD170,1459.2,10,145.92,361.499999,5,18.07499995,F,T,F,T,0,21,0,40
N122920,yes,Male,38,CAT 200,0,ASAD90,1303.2,10,130.32,457.2,5,22.86,F,F,F,F,0,0,0,0
N335180,yes,Female,30,CAT 50,2,CAS30,123.599999,15,18.53999985,45.599999,5,2.27999995,T,F,F,F,14,0,0,0
N338810,yes,Female,22,CAT 100,2,WC95,480.6,15,72.09,272.700001,5,13.63500005,T,T,T,F,8,21,28,0
N226110,yes,Male,22,Play 100,2,S50,42.6,25,10.65,132.3,5,6.615,T,T,F,T,12,20,0,47
N282320,yes,Female,30,CAT 100,3,WC95,656.399998,15,98.4599997,208.800001,5,10.44000005,F,F,F,F,0,0,0,0
N149860,yes,Female,36,CAT 200,1,ASAD170,997.2,10,99.72,260.699999,5,13.03499995,T,T,T,T,5,18,25,37
N224980,yes,Male,31,Play 100,0,S50,39,25,9.75,260.4,5,13.02,F,F,F,F,0,0,0,0
N137830,yes,Male,39,CAT 200,0,S80,1780.2,10,178.02,82.2,5,4.11,F,F,F,T,0,0,0,39
N335650,yes,Male,44,CAT 50,0,S50,120.599999,15,18.08999985,18.9,5,0.945,T,T,T,T,7,22,29,39
N266080,yes,Female,14,Play 100,0,BS210,222,25,55.5,239.400001,5,11.97000005,F,F,F,F,0,0,0,0
N273960,yes,Female,53,Play 300,0,BS210,499.800001,25,124.9500003,464.4,2,9.288,F,F,F,F,0,0,0,0
N104770,yes,Female,56,CAT 100,8,ASAD90,755.400001,15,113.3100002,29.100001,5,1.45500005,F,F,T,F,0,0,30,0
N247860,yes,Female,25,CAT 50,2,BS110,238.199999,15,35.72999985,155.4,5,7.77,F,F,F,F,0,0,0,0
N108000,yes,Male,59,CAT 100,0,S80,627,15,94.05,139.8,5,6.99,T,T,T,T,6,22,25,37
N114780,yes,Male,37,CAT 200,1,S80,595.2,10,59.52,516.9,5,25.845,F,T,T,T,0,20,33,43
N191430,yes,Male,18,CAT 200,10,ASAD170,736.8,10,73.68,493.500001,5,24.67500005,T,T,T,F,11,19,28,0
N362670,yes,Female,35,CAT 200,0,BS110,1386.6,10,138.66,482.099999,5,24.10499995,F,F,F,F,0,0,0,0
N145250,yes,Male,47,CAT 200,2,ASAD170,1342.199999,10,134.2199999,66.600001,5,3.33000005,F,F,F,F,0,0,0,0
N230450,yes,Female,15,Play 100,1,S50,223.200001,25,55.80000025,187.200001,5,9.36000005,T,F,T,T,11,0,29,37
N361140,yes,Male,32,CAT 200,1,BS110,870,10,87,256.200001,5,12.81000005,F,T,F,F,0,24,0,0
N325730,yes,Female,55,CAT 200,1,CAS30,1753.2,10,175.32,346.2,5,17.31,F,F,F,F,0,0,0,0
N342100,yes,Male,22,CAT 100,6,CAS30,463.200001,15,69.48000015,62.7,5,3.135,F,F,F,F,0,0,0,0
N406150,yes,Female,21,CAT 200,14,S50,1809,10,180.9,29.1,5,1.455,T,F,T,T,18,0,30,39
N171360,yes,Female,19,CAT 200,7,ASAD90,991.2,10,99.12,604.5,5,30.225,T,T,T,T,9,17,32,36
N342740,yes,Male,32,CAT 100,5,S50,338.399999,15,50.75999985,213.3,5,10.665,F,F,F,F,0,0,0,0
N402120,yes,Male,50,CAT 200,14,BS110,2042.399998,10,204.2399998,193.199999,5,9.65999995,T,T,F,T,6,18,0,37
N150370,yes,Male,26,CAT 200,2,ASAD90,1318.2,10,131.82,481.2,5,24.06,T,T,T,T,8,19,32,39
N169540,yes,Male,14,CAT 100,1,ASAD90,700.2,15,105.03,133.2,5,6.66,T,T,F,T,10,17,0,37
N394780,yes,Female,37,Play 300,1,WC95,271.8,25,67.95,459.600001,2,9.19200002,F,F,F,F,0,0,0,0
N330360,yes,Male,17,CAT 50,1,S50,331.800001,15,49.77000015,82.800001,5,4.14000005,F,T,T,T,0,21,29,40
N332260,yes,Male,37,CAT 50,0,BS110,259.800001,15,38.97000015,70.800001,5,3.54000005,T,T,T,T,8,22,33,39
N283610,yes,Female,49,CAT 100,0,WC95,435.6,15,65.34,57,5,2.85,F,F,F,F,0,0,0,0
N216270,yes,Male,28,Play 100,0,S50,48.600001,25,12.15000025,146.399999,5,7.31999995,T,T,T,T,11,20,34,37
N264280,yes,Female,30,Play 100,2,S80,326.399999,25,81.59999975,321,5,16.05,T,T,T,T,6,22,29,42
N114380,yes,Female,38,CAT 200,0,ASAD170,981.600001,10,98.1600001,297.899999,5,14.89499995,T,T,T,T,8,21,30,38
N353770,yes,Female,23,CAT 200,2,WC95,838.8,10,83.88,192.6,5,9.63,F,F,T,F,0,0,30,0
N354940,yes,Female,32,CAT 200,1,CAS30,865.2,10,86.52,118.500001,5,5.92500005,F,F,F,F,0,0,0,0
N115340,yes,Male,30,CAT 200,1,ASAD170,1711.199999,10,171.1199999,601.199999,5,30.05999995,T,T,T,T,9,18,30,39
N316750,yes,Male,20,CAT 200,0,S50,696,10,69.6,529.500001,5,26.47500005,T,T,T,T,6,22,28,35
N177600,yes,Female,15,CAT 200,5,ASAD90,1476,10,147.6,329.7,5,16.485,T,T,T,T,9,16,28,41
N228190,yes,Female,30,Play 100,1,BS110,187.800001,25,46.95000025,192,5,9.6,F,F,F,F,0,0,0,0
N324510,yes,Male,12,CAT 200,0,BS110,1617,10,161.7,556.8,5,27.84,F,F,T,F,0,0,31,0
N363740,yes,Female,43,CAT 200,4,WC95,999.6,10,99.96,428.4,5,21.42,T,T,F,F,11,19,0,0
N402930,yes,Male,30,CAT 200,13,BS110,1563.6,10,156.36,221.7,5,11.085,F,F,F,F,0,0,0,0
N258130,yes,Female,57,CAT 100,0,BS210,882,15,132.3,92.4,5,4.62,F,F,F,F,0,0,0,0
N164290,yes,Female,36,Play 300,1,ASAD170,448.799999,25,112.1999998,378.3,2,7.566,F,T,T,T,0,16,31,39
N242190,yes,Male,27,Play 300,1,S50,585.600001,25,146.4000003,486,2,9.72,T,T,F,T,10,17,0,38
N147300,yes,Female,34,CAT 200,2,ASAD90,741.6,10,74.16,615,5,30.75,F,F,F,F,0,0,0,0
N339690,yes,Female,45,CAT 100,10,BS110,442.200001,15,66.33000015,239.1,5,11.955,F,F,F,F,0,0,0,0
N157920,yes,Male,58,Play 300,0,S80,134.400001,25,33.60000025,739.5,2,14.79,T,T,T,T,9,22,30,43
N376680,yes,Male,46,Play 100,10,ASAD90,280.2,25,70.05,290.400001,5,14.52000005,F,F,F,F,0,0,0,0
N380100,yes,Female,27,Play 100,0,ASAD90,272.4,25,68.1,334.8,5,16.74,F,F,F,F,0,0,0,0
N273370,yes,Male,24,Play 300,0,BS210,460.2,25,115.05,679.2,2,13.584,F,F,F,F,0,0,0,0
N102340,yes,Female,54,Play 100,7,SOP20,44.4,25,11.1,87.299999,5,4.36499995,F,T,T,T,0,21,33,37
N306370,yes,Female,40,CAT 200,2,CAS30,999,10,99.9,190.2,5,9.51,T,T,T,T,14,24,30,38
N384420,yes,Male,17,Play 100,2,ASAD90,333,25,83.25,355.8,5,17.79,F,F,T,T,0,0,35,36
N297960,yes,Female,24,CAT 100,10,CAS30,556.8,15,83.52,39.9,5,1.995,T,T,T,F,10,18,30,0
N100570,yes,Male,41,CAT 50,1,SOP10,58.222163,15,8.73332445,21.678464,5,1.0839232,F,F,F,F,0,0,0,0
N242160,yes,Female,42,Play 300,8,S50,318,25,79.5,460.2,2,9.204,F,F,F,F,0,0,0,0
N328170,yes,Male,35,CAT 50,4,CAS30,282.599999,15,42.38999985,63,5,3.15,F,F,F,F,0,0,0,0
N255220,yes,Male,43,CAT 100,2,BS210,883.199999,15,132.4799999,24.3,5,1.215,F,F,F,F,0,0,0,0
N221400,yes,Male,29,Play 100,0,BS110,33.6,25,8.4,121.199999,5,6.05999995,T,T,T,T,10,22,27,35
N398610,yes,Male,12,CAT 100,14,BS110,357.6,15,53.64,255.9,5,12.795,F,F,F,F,0,0,0,0
N320850,yes,Female,19,CAT 200,1,BS110,1212.599999,10,121.2599999,679.199999,5,33.95999995,F,F,F,F,0,0,0,0
N394550,yes,Male,59,Play 300,2,S80,275.400001,25,68.85000025,723.9,2,14.478,T,F,F,F,8,0,0,0
N388960,yes,Female,62,Play 300,0,WC95,333,25,83.25,363.899999,2,7.27799998,F,F,F,F,0,0,0,0
N147670,yes,Female,38,CAT 200,0,S80,618.6,10,61.86,513.9,5,25.695,T,F,T,F,10,0,30,0
N251010,yes,Male,49,CAT 200,3,BS110,1125.600001,10,112.5600001,119.399999,5,5.96999995,F,F,F,F,0,0,0,0
N208700,yes,Male,21,Play 300,0,ASAD90,845.4,25,211.35,915,2,18.3,F,F,F,T,0,0,0,38
N253430,yes,Male,27,Play 300,11,BS110,324.599999,25,81.14999975,452.400001,2,9.04800002,F,F,F,F,0,0,0,0
N176860,yes,Male,22,CAT 200,1,ASAD170,1093.8,10,109.38,561,5,28.05,T,T,T,T,9,20,27,37
N185140,yes,Female,24,CAT 200,1,ASAD90,963.600001,10,96.3600001,126.9,5,6.345,T,T,T,T,7,20,29,38
N291430,yes,Female,20,CAT 100,2,BS110,327,15,49.05,169.2,5,8.46,T,T,T,T,9,20,33,41
N349110,yes,Male,38,CAT 100,2,S50,420.6,15,63.09,62.4,5,3.12,F,F,F,F,0,0,0,0
N252680,yes,Male,43,Play 100,1,BS110,120.6,25,30.15,129,5,6.45,F,T,F,F,0,24,0,0
N403920,yes,Female,62,CAT 200,13,BS110,1276.8,10,127.68,607.8,5,30.39,T,T,T,T,9,19,31,37
N236510,yes,Male,36,CAT 200,9,BS110,1121.4,10,112.14,60.3,5,3.015,T,T,F,T,11,20,0,43
N225670,yes,Female,58,Play 100,5,S50,76.8,25,19.2,335.4,5,16.77,F,F,F,F,0,0,0,0
N346650,yes,Male,31,CAT 100,1,BS110,600,15,90,246.9,5,12.345,F,F,F,F,0,0,0,0
N378380,yes,Male,34,Play 100,1,CAS60,117,25,29.25,292.2,5,14.61,F,F,F,F,0,0,0,0
N369890,yes,Female,24,CAT 200,0,CAS30,560.4,10,56.04,406.799999,5,20.33999995,T,T,T,T,8,23,29,38
N275220,yes,Male,56,Play 300,0,BS210,122.4,25,30.6,576,2,11.52,T,T,T,T,12,21,27,38
N106390,yes,Male,63,CAT 100,10,S80,553.8,15,83.07,246,5,12.3,T,T,T,T,10,18,22,38
N386850,yes,Female,49,Play 100,0,WC95,97.200001,25,24.30000025,506.400001,5,25.32000005,F,T,T,F,0,22,24,0
N367960,yes,Female,19,CAT 200,1,CAS30,742.200001,10,74.2200001,280.799999,5,14.03999995,F,F,T,T,0,0,31,38
N324400,yes,Male,43,CAT 200,2,BS110,711,10,71.1,303,5,15.15,F,F,F,F,0,0,0,0
N211480,yes,Male,19,CAT 50,3,CAS30,76.799999,15,11.51999985,11.1,5,0.555,F,F,F,F,0,0,0,0
N406330,yes,Male,33,CAT 200,13,S50,1443,10,144.3,593.700001,5,29.68500005,T,T,F,T,7,18,0,41
N179010,yes,Female,18,CAT 200,0,S50,861.6,10,86.16,826.500002,5,41.3250001,F,T,T,T,0,17,30,44
N264810,yes,Female,29,Play 100,2,BS210,129.6,25,32.4,481.5,5,24.075,F,F,F,F,0,0,0,0
N378340,yes,Female,45,Play 100,1,ASAD90,156,25,39,404.4,5,20.22,F,T,F,F,0,18,0,0
N258920,yes,Male,23,CAT 50,10,BS210,313.2,15,46.98,137.4,5,6.87,F,F,F,F,0,0,0,0
N101710,yes,Male,30,Play 100,11,SOP10,41.4,25,10.35,63,5,3.15,F,F,F,F,0,0,0,0
N181870,yes,Female,18,CAT 200,8,ASAD90,862.8,10,86.28,474.900001,5,23.74500005,T,T,T,T,8,19,32,40
N277830,yes,Female,12,Play 300,0,S80,277.2,25,69.3,473.400001,2,9.46800002,F,F,F,T,0,0,0,39
N391310,yes,Female,14,Play 300,1,WC95,385.8,25,96.45,477.9,2,9.558,F,F,F,F,0,0,0,0
N356140,yes,Female,17,CAT 200,1,WC95,701.4,10,70.14,397.8,5,19.89,F,T,F,T,0,16,0,37
N208210,yes,Female,25,Play 300,2,ASAD90,580.8,25,145.2,506.1,2,10.122,T,F,T,T,9,0,30,41
N219950,yes,Female,19,Play 100,8,S50,45.599999,25,11.39999975,189.599999,5,9.47999995,F,F,F,F,0,0,0,0
N129050,yes,Female,35,CAT 200,1,ASAD90,769.8,10,76.98,404.100001,5,20.20500005,F,F,T,F,0,0,33,0
N405660,yes,Male,39,CAT 200,12,S50,925.199999,10,92.5199999,414.600001,5,20.73000005,T,T,T,T,8,24,28,37
N401940,yes,Female,25,CAT 200,12,BS110,1318.2,10,131.82,254.700001,5,12.73500005,T,T,T,T,6,24,33,38
N401530,yes,Male,26,CAT 200,12,SOP10,1797.6,10,179.76,212.1,5,10.605,F,F,F,F,0,0,0,0
N378960,yes,Female,45,Play 100,5,WC95,99.599999,25,24.89999975,645.3,5,32.265,F,F,F,F,0,0,0,0
N102850,yes,Female,70,CAT 100,0,ASAD90,424.8,15,63.72,215.100001,5,10.75500005,T,T,T,T,8,18,34,41
N304380,yes,Male,46,CAT 200,2,CAS30,1102.8,10,110.28,90,5,4.5,F,F,F,F,0,0,0,0
N120880,yes,Male,54,CAT 200,1,S80,1183.2,10,118.32,438.300001,5,21.91500005,T,T,T,T,7,22,26,43
N168290,yes,Female,21,CAT 100,0,S50,583.2,15,87.48,266.7,5,13.335,T,F,T,T,8,0,31,36
N121180,yes,Male,32,CAT 200,2,ASAD170,2352,10,235.2,21.9,5,1.095,T,T,T,T,9,18,27,41
N111490,yes,Male,53,CAT 200,7,S80,1461.600001,10,146.1600001,354.9,5,17.745,F,F,F,F,0,0,0,0
N162610,yes,Female,32,Play 300,2,ASAD170,585,25,146.25,604.799999,2,12.09599998,T,F,F,F,12,0,0,0
N233740,yes,Female,28,CAT 100,8,BS110,536.4,15,80.46,247.2,5,12.36,T,T,F,T,6,19,0,40
N208870,yes,Male,20,Play 300,0,ASAD170,261,25,65.25,567.299999,2,11.34599998,F,F,F,F,0,0,0,0
N398090,yes,Female,56,CAT 100,13,BS110,516,15,77.4,48.9,5,2.445,T,T,T,T,9,23,29,36
N347780,yes,Male,22,CAT 100,2,CAS30,335.4,15,50.31,147.3,5,7.365,F,F,F,F,0,0,0,0
N105310,yes,Male,40,CAT 100,2,ASAD90,603.600001,15,90.54000015,143.7,5,7.185,T,T,T,T,6,18,29,40
N243540,yes,Female,27,CAT 50,0,BS110,91.200001,15,13.68000015,71.399999,5,3.56999995,F,F,F,F,0,0,0,0
N395840,yes,Male,50,Play 300,1,ASAD90,401.399998,25,100.3499995,529.8,2,10.596,F,F,F,F,0,0,0,0
N287610,yes,Male,12,CAT 100,0,S50,484.8,15,72.72,62.7,5,3.135,F,T,F,F,0,19,0,0
N302330,yes,Male,20,CAT 100,11,S50,568.800001,15,85.32000015,96.599999,5,4.82999995,T,F,T,T,9,0,30,41
N369730,yes,Female,30,CAT 200,0,BS110,1248,10,124.8,615.6,5,30.78,F,F,F,F,0,0,0,0
N203550,yes,Female,18,CAT 200,2,S50,812.4,10,81.24,123.6,5,6.18,T,T,F,T,9,16,0,42
N146310,yes,Male,28,CAT 200,0,ASAD90,1326,10,132.6,194.400001,5,9.72000005,F,F,F,F,0,0,0,0
N277170,yes,Male,16,Play 300,2,BS210,291.6,25,72.9,555.300001,2,11.10600002,F,F,F,F,0,0,0,0
N144200,yes,Male,26,CAT 200,2,ASAD90,700.200001,10,70.0200001,525.6,5,26.28,F,T,T,T,0,22,30,40
N363220,yes,Male,20,CAT 200,0,S50,2172,10,217.2,171.6,5,8.58,F,T,F,F,0,17,0,0
N377320,yes,Male,51,Play 100,3,ASAD90,231.6,25,57.9,360.6,5,18.03,F,F,F,F,0,0,0,0
N321860,yes,Male,29,CAT 200,0,S50,794.4,10,79.44,423.300001,5,21.16500005,F,F,F,F,0,0,0,0
N322700,yes,Female,44,CAT 200,1,CAS30,1138.799999,10,113.8799999,0,5,0,F,F,F,T,0,0,0,38
N356250,yes,Male,27,CAT 200,0,CAS30,1011.600001,10,101.1600001,90,5,4.5,F,F,F,F,0,0,0,0
N200510,yes,Male,15,CAT 200,2,ASAD90,941.4,10,94.14,322.2,5,16.11,T,F,T,T,10,0,31,42
N411150,yes,Female,34,CAT 50,14,BS110,59.333753,15,8.90006295,9.198027,5,0.45990135,F,F,F,T,0,0,0,40
N237350,yes,Male,22,CAT 200,0,BS110,1770.600001,10,177.0600001,400.2,5,20.01,F,F,F,F,0,0,0,0
N134900,yes,Female,28,CAT 200,0,S50,1728,10,172.8,737.4,5,36.87,T,T,F,T,13,18,0,42
N215560,yes,Female,33,Play 100,2,S50,72,25,18,272.099999,5,13.60499995,F,T,T,T,0,17,28,44
N410120,yes,Female,26,CAT 200,14,BS110,1236,10,123.6,532.199999,5,26.60999995,T,T,T,T,11,20,32,43
N316930,yes,Female,28,CAT 200,2,BS110,991.2,10,99.12,399.300001,5,19.96500005,F,F,F,F,0,0,0,0
N168010,yes,Female,12,CAT 100,1,ASAD90,628.8,15,94.32,300.9,5,15.045,T,T,T,T,9,22,31,39
N315310,yes,Female,17,CAT 200,2,WC95,768.599999,10,76.8599999,296.400001,5,14.82000005,F,F,F,T,0,0,0,35
N139570,yes,Female,32,CAT 200,0,ASAD170,1135.799998,10,113.5799998,718.500001,5,35.92500005,F,T,T,T,0,21,25,39
N284670,yes,Male,27,CAT 100,2,S50,404.4,15,60.66,106.5,5,5.325,F,F,F,F,0,0,0,0
N110790,yes,Female,28,CAT 200,2,S80,1730.4,10,173.04,194.700001,5,9.73500005,T,F,T,T,9,0,28,41
N109300,yes,Female,27,CAT 100,0,ASAD90,529.8,15,79.47,183,5,9.15,T,T,T,T,11,23,31,39
N263990,yes,Male,34,Play 100,2,BS210,267,25,66.75,352.2,5,17.61,F,F,F,F,0,0,0,0
N285220,yes,Female,45,CAT 100,0,WC95,553.2,15,82.98,120.899999,5,6.04499995,T,T,T,T,10,19,28,43
N406060,yes,Female,23,CAT 200,12,SOP10,1246.199999,10,124.6199999,171.899999,5,8.59499995,T,T,T,T,7,19,33,39
N293210,yes,Male,43,CAT 100,0,S50,372.600001,15,55.89000015,156.600001,5,7.83000005,F,F,F,T,0,0,0,37
N133500,yes,Male,40,CAT 200,1,S80,1147.200001,10,114.7200001,110.700001,5,5.53500005,T,F,T,F,5,0,35,0
N356360,yes,Male,25,CAT 200,1,S50,738.6,10,73.86,210.9,5,10.545,F,F,F,F,0,0,0,0
N120130,yes,Male,27,CAT 200,2,ASAD90,1165.2,10,116.52,388.2,5,19.41,T,T,T,T,9,16,30,42
N373230,yes,Female,32,CAT 50,2,BS110,190.200001,15,28.53000015,71.7,5,3.585,T,T,T,T,13,17,26,38
N129850,yes,Female,35,CAT 200,1,ASAD170,778.800001,10,77.8800001,380.100001,5,19.00500005,T,T,F,T,8,18,0,39
N307360,yes,Female,16,CAT 200,5,WC95,1151.4,10,115.14,149.1,5,7.455,F,F,F,F,0,0,0,0
N272620,yes,Female,22,Play 100,2,S80,208.199999,25,52.04999975,321.3,5,16.065,F,T,F,F,0,18,0,0
N309340,yes,Female,31,CAT 200,0,WC95,1031.4,10,103.14,465,5,23.25,F,F,F,F,0,0,0,0
N318360,yes,Male,37,CAT 200,10,CAS30,801.599999,10,80.1599999,305.1,5,15.255,F,F,F,F,0,0,0,0
N196690,yes,Male,13,CAT 200,2,ASAD90,1369.8,10,136.98,165.900001,5,8.29500005,T,T,F,T,7,16,0,39
N116850,yes,Female,31,CAT 200,4,ASAD170,1412.4,10,141.24,194.4,5,9.72,F,F,F,F,0,0,0,0
N378520,yes,Female,18,Play 100,0,ASAD90,258,25,64.5,216,5,10.8,F,F,F,T,0,0,0,39
N374310,yes,Female,48,CAT 50,0,WC95,235.2,15,35.28,59.699999,5,2.98499995,F,F,F,F,0,0,0,0
N341820,yes,Male,49,CAT 100,2,BS110,379.2,15,56.88,75.3,5,3.765,F,F,T,F,0,0,28,0
N153930,yes,Female,58,CAT 200,8,S80,1743,10,174.3,541.2,5,27.06,T,T,T,T,3,19,29,41
N103720,yes,Female,33,CAT 100,7,ASAD90,508.2,15,76.23,147.600001,5,7.38000005,T,F,T,T,8,0,32,41
N223940,yes,Male,30,Play 100,4,BS110,59.400001,25,14.85000025,177,5,8.85,F,F,F,T,0,0,0,38
N205380,yes,Female,24,Play 300,7,ASAD170,635.400001,25,158.8500003,538.799999,2,10.77599998,F,T,T,T,0,19,30,39
N335540,yes,Female,54,CAT 50,0,CAS30,250.799999,15,37.61999985,128.099999,5,6.40499995,F,F,F,F,0,0,0,0
N262330,yes,Female,45,Play 100,3,S80,278.4,25,69.6,277.499999,5,13.87499995,T,T,T,T,9,19,33,40
N211350,yes,Male,23,CAT 50,1,CAS30,45.716198,15,6.8574297,20.451984,5,1.0225992,T,F,F,T,8,0,0,40
N370640,yes,Male,21,CAT 200,1,CAS30,1017,10,101.7,318.3,5,15.915,T,T,T,T,8,17,28,40
N354580,yes,Female,35,CAT 200,1,WC95,911.4,10,91.14,299.7,5,14.985,F,F,T,T,0,0,30,43
N162040,yes,Male,35,Play 300,1,S80,488.4,25,122.1,541.5,2,10.83,T,T,T,T,9,21,32,39
N298910,yes,Female,56,CAT 100,1,WC95,301.800001,15,45.27000015,222,5,11.1,F,F,F,F,0,0,0,0
N366010,yes,Female,35,CAT 200,0,WC95,985.799999,10,98.5799999,517.499999,5,25.87499995,F,F,F,F,0,0,0,0
N279840,yes,Female,47,Play 300,1,BS210,135,25,33.75,573.599999,2,11.47199998,F,T,T,T,0,16,34,39
N370310,yes,Female,40,CAT 200,0,WC95,887.4,10,88.74,589.8,5,29.49,F,F,F,F,0,0,0,0
N266430,yes,Male,42,Play 100,1,BS210,216.6,25,54.15,250.2,5,12.51,F,F,F,F,0,0,0,0
N266540,yes,Male,24,Play 100,11,BS210,42.600001,25,10.65000025,586.500002,5,29.3250001,F,F,T,F,0,0,32,0
N200400,yes,Male,23,CAT 200,8,S50,958.8,10,95.88,144,5,7.2,F,F,T,T,0,0,27,40
N379150,yes,Male,20,Play 100,5,ASAD90,81.6,25,20.4,582,5,29.1,T,T,F,T,8,20,0,41
N166090,yes,Female,15,CAT 100,4,S50,441.6,15,66.24,116.4,5,5.82,T,T,T,T,8,22,32,41
N299950,yes,Female,17,CAT 100,1,WC95,376.2,15,56.43,193.8,5,9.69,F,F,F,F,0,0,0,0
N122830,yes,Female,55,CAT 200,2,S50,945,10,94.5,172.200001,5,8.61000005,F,F,F,F,0,0,0,0
N161660,yes,Male,28,Play 300,2,S80,640.2,25,160.05,637.8,2,12.756,T,T,T,T,7,15,30,36
N375860,yes,Female,14,CAT 50,0,WC95,231.599999,15,34.73999985,65.400001,5,3.27000005,T,F,T,T,8,0,30,43
N212830,yes,Female,15,Play 100,1,CAS30,59.4,25,14.85,54.6,5,2.73,F,F,F,F,0,0,0,0
N307970,yes,Male,54,CAT 200,0,S50,1167,10,116.7,339.9,5,16.995,F,F,F,F,0,0,0,0
N176520,yes,Male,18,CAT 200,0,ASAD90,1176,10,117.6,181.2,5,9.06,F,F,T,T,0,0,30,43
N137540,yes,Female,33,CAT 200,1,ASAD90,927,10,92.7,188.100001,5,9.40500005,F,T,T,T,0,16,31,41
N118940,yes,Female,43,CAT 200,8,S80,923.4,10,92.34,289.500001,5,14.47500005,T,T,T,T,16,21,31,36
N150400,yes,Male,30,CAT 200,8,S50,907.800001,10,90.7800001,426.3,5,21.315,F,F,F,F,0,0,0,0
N354430,yes,Male,38,CAT 200,0,BS110,557.4,10,55.74,405,5,20.25,F,F,F,F,0,0,0,0
N163350,yes,Male,42,Play 300,1,S80,417.600001,25,104.4000003,761.7,2,15.234,F,F,T,T,0,0,31,40
N392890,yes,Female,12,Play 300,3,CAS60,444,25,111,722.7,2,14.454,F,F,F,F,0,0,0,0
N357300,yes,Female,23,CAT 200,0,WC95,964.799999,10,96.4799999,199.200001,5,9.96000005,T,T,F,T,5,15,0,39
N298060,yes,Male,20,CAT 100,1,CAS30,684.6,15,102.69,119.7,5,5.985,F,F,F,F,0,0,0,0
N267620,yes,Male,22,Play 100,11,BS210,222,25,55.5,220.2,5,11.01,T,T,T,T,6,23,29,37
N279550,yes,Female,31,Play 300,9,S80,246.6,25,61.65,461.099999,2,9.22199998,F,F,F,F,0,0,0,0
N261200,yes,Male,19,Play 100,0,BS210,0,25,0,42.6,5,2.13,F,F,F,F,0,0,0,0
